SCHOOLJAAR 2013-2014 IN HET MBO (peildatum 1 oktober 2013);;;;;SCHOOLJAAR 2014-2015 IN HET HBO (peildatum 1 oktober 2014);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;48
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;5
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;8
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;4
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;11
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;3
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;13
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01AA;Landstede;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
01NJ;Agrarisch Opleidingscentrum Terra;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;3
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01OE;Wellantcollege;landbouw;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01OE;Wellantcollege;landbouw;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
02OV;Leidse Instrumentmakers School;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;8
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;5
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
02PG;Hout en Meubileringscollege Mbo;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;15
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;6
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;2
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
14YD;Lentiz onderwijsgroep;landbouw;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
14YD;Lentiz onderwijsgroep;landbouw;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
17WH;SVO Opleidingen;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;3
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;3
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;15
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;4
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;37
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
23NG;Tio;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
23NG;Tio;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
23NG;Tio;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
24AL;Opleidingsinstituut Thomas BV;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
24GP;Instituut Schoevers bv;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
24GP;Instituut Schoevers bv;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
24LK;Leidse Onderwijsinstellingen BV;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;onderwijs;1
24LK;Leidse Onderwijsinstellingen BV;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
24UY;Nederlands Talen Instituut;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;onderwijs;1
24UY;Nederlands Talen Instituut;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25LG;Regionaal Opleidingen Centrum Friesland College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;7
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;6
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;98
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;9
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;2
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;2
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;24
25LN;Regionaal Opleidingen Centrum;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
25LN;Regionaal Opleidingen Centrum;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;4
25LN;Regionaal Opleidingen Centrum;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LN;Regionaal Opleidingen Centrum;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;4
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;9
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;54
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;16
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;28
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LP;Zadkine;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
25LP;Zadkine;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;26
25LP;Zadkine;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;3
25LP;Zadkine;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;6
25LP;Zadkine;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25LP;Zadkine;economie;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;5
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;7
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;14
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;8
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LP;Zadkine;zorg en welzijn;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;2
25LR;Regionaal Opleidingen Centrum van Flevoland;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LU;Regionaal Opleidingen Centrum Alfa- college;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LU;Regionaal Opleidingen Centrum Alfa- college;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;5
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;6
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;3
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;3
25LX;ROC West-Brabant;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;onderwijs;1
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;16
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;46
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;8
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;13
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;39
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;6
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;15
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;5
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;9
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;examendeelnemer;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;onbekend;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PJ;Deltion College;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PJ;Deltion College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PJ;Deltion College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PM;Regionaal Opleidingen Centrum A12;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PM;Regionaal Opleidingen Centrum A12;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;4
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PT;Regionaal Opleidingen Centrum Horizon College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;4
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;10
25PW;Regionaal Opleidingen Centrum Drenthe College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;15
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;9
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;3
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;2
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;6
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25PZ;ROC van Amsterdam;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;2
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;24
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;2
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25PZ;ROC van Amsterdam;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
25PZ;ROC van Amsterdam;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;2
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;2
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25PZ;ROC van Amsterdam;techniek;BBL;vakopleiding;27UM;De Haagse Hogeschool;techniek;1
25PZ;ROC van Amsterdam;techniek;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;6
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25PZ;ROC van Amsterdam;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;4
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25RJ;Nationale Handelsacademie;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
25ZH;Stichting Nederlandse Kappersakademie;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
