SCHOOLJAAR 2012-2013 IN HET MBO (peildatum 1 oktober 2012);;;;;SCHOOLJAAR 2013-2014 IN HET HBO (peildatum 1 oktober 2013);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
25PX;Regionaal Opleidingen Centrum Nova College;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;4
25PX;Regionaal Opleidingen Centrum Nova College;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;8
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;37
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BBL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;2
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;8
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;27
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;19
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;23
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;2
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;2
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;2
25PZ;ROC van Amsterdam;economie;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;techniek;2
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;87
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;12
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;2
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;3
25PZ;ROC van Amsterdam;economie;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;3
25PZ;ROC van Amsterdam;economie;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;6
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;2
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;1
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;21
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;3
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;4
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;taal en cultuur;3
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;10
25PZ;ROC van Amsterdam;techniek;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;3
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;4
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;22
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;15
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;5
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;3
25PZ;ROC van Amsterdam;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;2
25PZ;ROC van Amsterdam;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;4
25PZ;ROC van Amsterdam;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
25PZ;ROC van Amsterdam;zorg en welzijn;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
25PZ;ROC van Amsterdam;zorg en welzijn;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;21
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;2
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;4
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;4
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;3
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;7
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;3
25RJ;Nationale Handelsacademie;zorg en welzijn;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
25RJ;Nationale Handelsacademie;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;2
27BK;IMKO opleidingen;zorg en welzijn;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
27BK;IMKO opleidingen;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;2
27GZ;ROC Mondriaan;economie;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;2
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;24
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;3
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;2
27GZ;ROC Mondriaan;economie;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;3
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;6
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;3
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;13
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;10
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;taal en cultuur;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BBL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
28CP;VARIVA OPLEIDINGEN B.V.;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
28CT;Europort Business School;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
30AE;ISBW Opleiding & Training/ISBW MBO College;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RM;Stichting ROC TOP;economie;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;economie;1
30RM;Stichting ROC TOP;economie;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;24
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;2
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
30RM;Stichting ROC TOP;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;3
30RM;Stichting ROC TOP;techniek;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;vakopleiding;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;5
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;16
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gezondheidszorg;4
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
30RM;Stichting ROC TOP;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
30RM;Stichting ROC TOP;zorg en welzijn;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RM;Stichting ROC TOP;onbekend;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;10
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;examendeelnemer;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;techniek;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;techniek;BBL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;techniek;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;27PZ;Hogeschool INHOLLAND;onderwijs;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;3
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;73
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;3
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;4
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;11
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;12
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;5
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;16
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;5
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;16
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BBL;vakopleiding;27UM;De Haagse Hogeschool;gezondheidszorg;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01AA;Landstede;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
02OV;Leidse Instrumentmakers School;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;3
02PG;Hout en Meubileringscollege Mbo;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
02PG;Hout en Meubileringscollege Mbo;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;7
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
04CY;Regionaal Opleidingen Centrum Rivor;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;4
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;17
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;3
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
14YD;Lentiz onderwijsgroep;landbouw;examendeelnemer;vakopleiding;27UM;De Haagse Hogeschool;economie;1
17WH;SVO Opleidingen;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
17WH;SVO Opleidingen;economie;BBL;vakopleiding;27UM;De Haagse Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;5
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;3
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;5
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;2
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;23
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
23NG;Tio;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
24LK;Leidse Onderwijsinstellingen BV;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
24LK;Leidse Onderwijsinstellingen BV;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LG;Regionaal Opleidingen Centrum Friesland College;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LH;Stichting ROC Midden Nederland;economie;BOL;vakopleiding;27UM;De Haagse Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;9
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;gedrag en maatschappij;2
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;2
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;techniek;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;vakopleiding;27UM;De Haagse Hogeschool;gezondheidszorg;2
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;4
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BBL;middenkader/specialist;27UM;De Haagse Hogeschool;gezondheidszorg;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;examendeelnemer;middenkader/specialist;27UM;De Haagse Hogeschool;onderwijs;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;27UM;De Haagse Hogeschool;economie;1
